Codice richiesta,80749
Codice Stazione,S4063
Denominazione,COLLE DELL'AGNELLO
Localita',RICOVERINI
UTM X,339885 m
UTM Y,4949696 m
Quota,2685 m s.l.m.
Periodo, 2018-01-01 / 2021-12-05
Dati giornalieri di temperatura dell'aria
data,ora minimo (UTC),Tmin (gradi C),classe minimo,Tmed,classe media,ora massimo (UTC),Tmax,classe massimo
25/09/2018 , 03:40 ,    -0.2 , 0 ,     3.6 , Z , 13:50 ,     9.3 , 0
26/09/2018 , 02:40 ,    -1.3 , 0 ,     6.5 , Z , 14:50 ,    11.3 , 0
27/09/2018 , 02:15 ,     8.3 , 0 ,    10.2 , Z , 10:10 ,    12.5 , 0
28/09/2018 , 23:59 ,     4.9 , 0 ,    10.6 , Z , 10:35 ,    14.1 , 0
29/09/2018 , 05:40 ,     1.2 , 0 ,     3.5 , Z , 11:50 ,     6.5 , 0
30/09/2018 , 23:35 ,    -1.4 , 0 ,     2.6 , Z , 13:00 ,     7.3 , 0
01/10/2018 , 23:40 ,    -5.6 , 0 ,    -2.3 , Z , 12:05 ,     0.4 , 0
02/10/2018 , 01:00 ,    -5.4 , Y ,     1.8 , Y , 14:30 ,     6.8 , Y
03/10/2018 , 22:15 ,     1.8 , 0 ,     6.0 , Z , 12:10 ,    10.5 , 0
04/10/2018 , 23:59 ,     0.7 , 0 ,     2.7 , Z , 12:05 ,     5.7 , 0
05/10/2018 , 00:50 ,    -0.1 , 0 ,     2.6 , Z , 12:10 ,     5.7 , 0
06/10/2018 , 02:25 ,    -0.5 , 0 ,     1.1 , Z , 14:15 ,     2.1 , 0
07/10/2018 , 07:40 ,    -0.3 , 0 ,     0.8 , Z , 04:20 ,     1.9 , 0
08/10/2018 , 01:00 ,     0.6 , 0 ,     1.6 , Z , 15:30 ,     3.0 , 0
09/10/2018 , 05:30 ,    -0.5 , 0 ,     1.9 , Z , 10:30 ,     4.0 , 0
10/10/2018 , 05:50 ,     0.8 , 0 ,     1.6 , Z , 02:20 ,     2.0 , 0
11/10/2018 , 04:45 ,     0.7 , 0 ,     1.7 , Z , 00:40 ,     2.4 , 0
12/10/2018 , 05:50 ,     1.4 , 0 ,     3.7 , Z , 14:10 ,     7.3 , 0
13/10/2018 , 00:20 ,     1.1 , 0 ,     2.7 , Z , 11:10 ,     5.8 , 0
14/10/2018 , 23:20 ,    -1.7 , 0 ,    -0.2 , Z , 00:05 ,     1.4 , 0
15/10/2018 , 02:30 ,    -1.5 , 0 ,    -0.8 , Z , 10:50 ,     0.0 , 0
16/10/2018 , 03:05 ,    -1.1 , 0 ,    -0.1 , Z , 23:00 ,     0.5 , 0
17/10/2018 , 01:10 ,     0.2 , 0 ,     2.1 , Z , 12:50 ,     3.3 , 0
18/10/2018 , 21:50 ,     1.2 , 0 ,     2.5 , Z , 09:25 ,     3.8 , 0
19/10/2018 , 02:40 ,     0.6 , 0 ,     4.1 , Z , 12:50 ,     7.3 , 0
20/10/2018 , 04:05 ,     2.4 , 0 ,     4.8 , Z , 11:15 ,     7.3 , 0
21/10/2018 , 23:10 ,     0.1 , 0 ,     5.5 , Z , 13:15 ,    10.6 , 0
22/10/2018 , 22:15 ,     1.0 , 0 ,     3.7 , Z , 10:40 ,     5.9 , 0
23/10/2018 , 03:10 ,     1.9 , 0 ,     5.3 , Z , 14:05 ,     9.8 , 0
24/10/2018 , 05:05 ,     3.0 , 0 ,     7.5 , Z , 13:05 ,    12.8 , 0
25/10/2018 , 23:59 ,     5.3 , 0 ,     8.0 , Z , 13:35 ,    12.1 , 0
26/10/2018 , 23:50 ,     0.0 , 0 ,     4.9 , Z , 13:10 ,     8.5 , 0
27/10/2018 , 02:25 ,    -0.9 , 0 ,     1.0 , Z , 08:55 ,     2.3 , 0
28/10/2018 , 21:25 ,    -0.8 , 0 ,     0.6 , Z , 12:45 ,     1.8 , 0
29/10/2018 , 22:35 ,    -2.8 , 0 ,    -1.1 , Z , 15:40 ,     0.4 , 0
30/10/2018 , 16:55 ,    -7.5 , 0 ,    -6.3 , Z , 00:05 ,    -2.6 , 0
31/10/2018 , 00:20 ,    -6.0 , 0 ,    -4.1 , Z , 12:35 ,    -2.9 , 0
01/11/2018 , 01:25 ,    -3.2 , 0 ,    -1.3 , Z , 12:25 ,     1.6 , 0
02/11/2018 , 00:10 ,    -2.3 , 0 ,    -1.0 , Z , 11:05 ,     1.6 , 0
03/11/2018 , 03:55 ,    -1.5 , 0 ,     0.5 , Z , 10:15 ,     1.6 , 0
04/11/2018 , 23:55 ,    -0.5 , 0 ,     1.2 , Z , 12:45 ,     1.8 , 0
05/11/2018 , 00:05 ,    -0.5 , 0 ,     0.5 , Z , 23:55 ,     1.5 , 0
06/11/2018 , 22:45 ,    -2.9 , 0 ,     0.1 , Z , 02:25 ,     1.6 , 0
07/11/2018 , 05:10 ,    -4.4 , 0 ,    -1.3 , Z , 09:10 ,     0.7 , 0
08/11/2018 , 23:05 ,    -1.7 , 0 ,    -0.1 , Z , 11:45 ,     1.6 , 0
09/11/2018 , 00:05 ,    -1.6 , 0 ,    -0.5 , Z , 12:45 ,     0.8 , 0
10/11/2018 ,  ,  , 0 ,  , 0 ,  ,  , 0
11/11/2018 ,  ,  , 0 ,  , 0 ,  ,  , 0
12/11/2018 , 04:10 ,    -0.7 , 0 ,     1.4 , Z , 21:25 ,     3.4 , 0
13/11/2018 , 03:15 ,     0.9 , 0 ,     3.3 , Z , 23:55 ,     5.6 , 0
14/11/2018 , 23:55 ,    -1.4 , 0 ,     4.0 , Z , 09:35 ,     8.9 , 0
15/11/2018 , 00:05 ,    -1.2 , 0 ,     2.7 , Z , 11:35 ,     7.5 , 0
16/11/2018 , 21:40 ,    -5.6 , 0 ,     1.1 , Z , 09:55 ,     7.6 , 0
17/11/2018 , 18:05 ,    -9.4 , 0 ,    -8.1 , Z , 00:05 ,    -5.6 , 0
18/11/2018 , 23:50 ,   -11.4 , 0 ,    -8.2 , Z , 13:35 ,    -3.3 , 0
19/11/2018 , 05:30 ,   -12.2 , 0 ,   -10.4 , Z , 03:45 ,    -7.0 , 0
20/11/2018 , 02:20 ,   -13.1 , 0 ,    -7.8 , Z , 12:40 ,    -2.8 , 0
21/11/2018 , 23:50 ,    -4.9 , 0 ,    -3.4 , Z , 13:10 ,    -1.4 , 0
22/11/2018 , 01:55 ,    -6.3 , 0 ,    -4.4 , Z , 10:00 ,    -1.0 , 0
23/11/2018 , 20:55 ,    -6.1 , 0 ,    -4.9 , Z , 23:59 ,    -2.0 , 0
24/11/2018 , 23:00 ,    -5.9 , 0 ,    -4.2 , Z , 00:05 ,    -2.0 , 0
25/11/2018 , 15:30 ,    -7.5 , 0 ,    -4.5 , Z , 11:00 ,    -0.2 , 0
26/11/2018 , 23:59 ,    -8.7 , 0 ,    -6.5 , Z , 12:20 ,    -1.4 , 0
27/11/2018 , 05:10 ,    -9.3 , 0 ,    -7.9 , Z , 23:05 ,    -5.4 , 0
28/11/2018 , 00:20 ,    -6.5 , 0 ,    -1.7 , Z , 23:45 ,     2.0 , 0
29/11/2018 , 23:59 ,    -2.8 , 0 ,     1.4 , Z , 06:35 ,     4.4 , 0
30/11/2018 , 23:20 ,    -4.6 , 0 ,    -2.8 , Z , 04:45 ,     0.3 , 0
01/12/2018 , 06:15 ,    -6.6 , 0 ,    -3.8 , Z , 11:15 ,     0.1 , 0
02/12/2018 , 01:00 ,    -3.5 , 0 ,    -0.4 , Z , 21:30 ,     2.4 , 0
03/12/2018 , 23:05 ,    -2.3 , 0 ,     0.2 , Z , 01:15 ,     1.4 , 0
04/12/2018 , 05:30 ,    -4.1 , 0 ,    -1.4 , Z , 22:25 ,     2.6 , 0
05/12/2018 , 23:59 ,     0.3 , 0 ,     2.5 , Z , 10:40 ,     4.8 , 0
06/12/2018 , 05:30 ,    -3.4 , 0 ,    -0.6 , Z , 23:10 ,     3.3 , 0
07/12/2018 , 23:59 ,    -4.1 , 0 ,     2.1 , Z , 11:55 ,     6.1 , 0
08/12/2018 , 02:25 ,    -9.4 , 0 ,    -6.3 , Z , 22:40 ,    -1.9 , 0
09/12/2018 , 18:35 ,    -7.0 , 0 ,    -4.8 , Z , 02:35 ,    -2.8 , 0
10/12/2018 , 16:55 ,    -9.4 , 0 ,    -7.8 , Z , 00:05 ,    -6.1 , 0
11/12/2018 , 07:05 ,    -8.0 , 0 ,    -5.9 , Z , 21:00 ,    -4.1 , 0
12/12/2018 , 18:30 ,    -8.4 , 0 ,    -6.0 , Z , 09:40 ,    -3.5 , 0
13/12/2018 , 18:20 ,   -14.2 , 0 ,   -10.3 , Z , 01:15 ,    -7.0 , 0
14/12/2018 , 04:30 ,    -9.7 , 0 ,    -7.5 , Z , 12:30 ,    -4.5 , 0
15/12/2018 , 01:20 ,    -9.2 , 0 ,    -5.1 , Z , 10:45 ,    -1.1 , 0
16/12/2018 , 18:00 ,    -4.4 , Y ,    -2.8 , Y , 04:00 ,    -1.5 , Y
17/12/2018 , 17:55 ,    -8.4 , 0 ,    -6.4 , Z , 22:20 ,    -3.5 , 0
18/12/2018 , 00:10 ,    -4.5 , 0 ,    -2.0 , Z , 17:55 ,     1.7 , 0
19/12/2018 , 23:50 ,    -8.6 , 0 ,    -4.5 , Z , 02:30 ,    -1.5 , 0
20/12/2018 , 06:35 ,    -9.5 , 0 ,    -8.4 , Z , 23:50 ,    -5.5 , 0
21/12/2018 , 00:05 ,    -6.1 , 0 ,    -2.3 , Z , 23:50 ,     0.5 , 0
22/12/2018 , 09:20 ,    -3.3 , 0 ,    -1.5 , Z , 00:40 ,     0.4 , 0
23/12/2018 , 01:55 ,    -2.6 , 0 ,     0.5 , Z , 19:30 ,     2.6 , 0
24/12/2018 , 23:59 ,    -4.9 , 0 ,     0.8 , Z , 08:30 ,     2.6 , 0
25/12/2018 , 00:35 ,    -4.7 , 0 ,    -0.5 , Z , 22:40 ,     2.5 , 0
26/12/2018 , 06:25 ,    -0.2 , 0 ,     2.2 , Z , 19:40 ,     3.9 , 0
27/12/2018 , 16:05 ,     1.7 , 0 ,     3.3 , Z , 11:25 ,     5.6 , 0
28/12/2018 , 19:50 ,    -0.4 , 0 ,     3.2 , Z , 10:30 ,     8.0 , 0
29/12/2018 , 00:10 ,    -0.8 , 0 ,     1.2 , Z , 09:05 ,     4.2 , 0
30/12/2018 , 15:20 ,    -2.8 , 0 ,    -0.7 , Z , 12:55 ,     2.1 , 0
31/12/2018 , 00:10 ,    -0.6 , 0 ,     2.0 , Z , 19:40 ,     4.3 , 0
01/01/2019 , 23:50 ,    -0.4 , 0 ,     3.2 , Z , 09:30 ,     6.4 , 0
02/01/2019 , 23:55 ,    -7.0 , 0 ,    -3.0 , Z , 01:05 ,     0.5 , 0
03/01/2019 , 01:40 ,    -7.6 , 0 ,    -6.4 , Z , 09:55 ,    -5.3 , 0
04/01/2019 , 07:05 ,    -8.2 , 0 ,    -5.3 , Z , 13:40 ,    -2.3 , 0
05/01/2019 , 00:05 ,    -6.1 , 0 ,    -2.9 , Z , 17:20 ,     1.2 , 0
06/01/2019 , 04:55 ,    -4.4 , 0 ,    -3.0 , Z , 01:40 ,    -1.3 , 0
07/01/2019 , 19:35 ,    -3.9 , 0 ,    -1.7 , Z , 11:55 ,     1.8 , 0
08/01/2019 , 23:15 ,    -9.0 , 0 ,    -4.5 , Z , 09:55 ,    -2.0 , 0
09/01/2019 , 19:55 ,   -15.0 , 0 ,   -11.8 , Z , 04:55 ,    -6.8 , 0
10/01/2019 , 00:40 ,   -14.9 , 0 ,   -12.4 , Z , 13:05 ,    -8.8 , 0
11/01/2019 , 00:15 ,   -15.2 , 0 ,    -9.6 , Z , 22:45 ,    -6.3 , 0
12/01/2019 , 01:55 ,    -7.1 , 0 ,    -3.0 , Z , 07:35 ,     0.0 , 0
13/01/2019 , 02:20 ,    -4.5 , 0 ,    -1.1 , Z , 12:05 ,     1.7 , 0
14/01/2019 , 23:55 ,    -6.5 , 0 ,    -3.8 , Z , 00:25 ,    -0.6 , 0
15/01/2019 , 01:00 ,    -6.6 , 0 ,    -2.7 , Z , 22:05 ,     1.3 , 0
16/01/2019 , 22:50 ,    -2.2 , 0 ,     0.1 , Z , 10:20 ,     3.5 , 0
17/01/2019 , 23:45 ,   -11.5 , 0 ,    -5.9 , Z , 00:10 ,    -2.0 , 0
18/01/2019 , 04:30 ,   -13.5 , 0 ,   -10.6 , Z , 12:30 ,    -5.6 , 0
19/01/2019 , 05:40 ,   -12.4 , 0 ,   -10.7 , Z , 10:10 ,    -7.3 , 0
20/01/2019 , 23:00 ,   -12.7 , 0 ,   -10.7 , Z , 14:05 ,    -8.9 , 0
21/01/2019 , 07:10 ,   -13.4 , 0 ,   -11.1 , Z , 09:10 ,    -7.6 , 0
22/01/2019 , 00:15 ,   -12.5 , 0 ,    -9.6 , Z , 13:30 ,    -5.3 , 0
23/01/2019 , 17:45 ,   -14.8 , 0 ,   -12.0 , Z , 09:20 ,    -8.8 , 0
24/01/2019 ,  ,  , 0 ,  , 0 ,  ,  , 0
25/01/2019 , 06:50 ,   -12.9 , 0 ,    -9.8 , Z , 22:50 ,    -5.2 , 0
26/01/2019 , 01:20 ,    -7.0 , 0 ,    -2.8 , Z , 18:45 ,     0.0 , 0
27/01/2019 , 23:59 ,   -12.4 , 0 ,    -5.0 , Z , 00:15 ,     0.3 , 0
28/01/2019 , 07:05 ,   -15.2 , 0 ,   -13.6 , Z , 10:40 ,   -10.9 , 0
29/01/2019 , 04:10 ,   -15.3 , 0 ,   -11.9 , Z , 08:20 ,    -8.5 , 0
30/01/2019 , 18:15 ,   -16.1 , 0 ,   -13.0 , Z , 03:30 ,   -10.3 , 0
31/01/2019 , 00:05 ,   -12.2 , 0 ,    -7.7 , Z , 22:35 ,    -3.0 , 0
01/02/2019 , 05:50 ,    -6.3 , 0 ,    -4.5 , Z , 17:50 ,    -2.7 , 0
02/02/2019 , 08:10 ,    -8.7 , 0 ,    -7.1 , Z , 00:05 ,    -5.5 , 0
03/02/2019 , 20:50 ,   -11.0 , 0 ,    -9.4 , Z , 00:05 ,    -6.8 , 0
04/02/2019 , 01:50 ,   -10.9 , 0 ,    -7.3 , Z , 22:20 ,    -3.3 , 0
05/02/2019 , 00:10 ,    -6.1 , 0 ,    -1.2 , Z , 21:20 ,     1.6 , 0
06/02/2019 , 23:55 ,    -3.0 , 0 ,     0.8 , Z , 09:20 ,     5.6 , 0
07/02/2019 , 23:55 ,    -6.8 , 0 ,    -2.9 , Z , 05:10 ,    -0.7 , 0
08/02/2019 , 01:40 ,    -9.4 , 0 ,    -3.3 , Z , 11:05 ,     0.1 , 0
09/02/2019 , 05:50 ,    -6.0 , 0 ,    -2.6 , Z , 21:20 ,    -0.7 , 0
10/02/2019 ,  ,  , 0 ,  , 0 ,  ,  , 0
11/02/2019 ,  ,  , 0 ,  , 0 ,  ,  , 0
12/02/2019 ,  ,  , 0 ,  , 0 ,  ,  , 0
13/02/2019 ,  ,  , 0 ,  , 0 ,  ,  , 0
14/02/2019 ,  ,  , 0 ,  , 0 ,  ,  , 0
15/02/2019 ,  ,  , 0 ,  , 0 ,  ,  , 0
16/02/2019 , 23:55 ,    -3.8 , 0 ,     0.5 , Z , 10:55 ,     6.7 , 0
17/02/2019 , 23:50 ,    -3.9 , 0 ,    -0.5 , Z , 10:50 ,     6.7 , 0
18/02/2019 , 23:50 ,    -4.8 , 0 ,    -1.7 , Z , 09:55 ,     4.6 , 0
19/02/2019 , 22:15 ,    -6.7 , 0 ,    -4.0 , Z , 14:25 ,    -2.0 , 0
20/02/2019 , 23:30 ,    -5.8 , 0 ,    -2.6 , Z , 11:00 ,     4.0 , 0
21/02/2019 , 00:25 ,    -6.3 , 0 ,    -1.4 , Z , 10:25 ,     5.4 , 0
22/02/2019 , 17:50 ,    -2.0 , 0 ,     1.4 , Z , 12:45 ,     5.8 , 0
23/02/2019 , 21:00 ,    -0.6 , 0 ,     1.7 , Z , 11:10 ,     3.9 , 0
24/02/2019 , 17:45 ,    -3.1 , * ,     1.8 , Y , 11:50 ,     4.1 , *
25/02/2019 , 04:15 ,    -2.9 , 0 ,     1.6 , Z , 14:30 ,     4.2 , 0
26/02/2019 , 05:55 ,     1.1 , 0 ,     3.6 , Z , 14:20 ,     5.7 , 0
27/02/2019 , 04:50 ,     1.0 , 0 ,     4.2 , Z , 09:10 ,     7.1 , 0
28/02/2019 , 22:30 ,    -3.4 , 0 ,     0.6 , Z , 13:00 ,     3.9 , 0
01/03/2019 , 20:10 ,    -8.6 , 0 ,    -4.9 , Z , 12:30 ,    -0.8 , 0
02/03/2019 , 00:10 ,    -7.8 , 0 ,    -5.1 , Z , 13:20 ,    -1.0 , 0
03/03/2019 , 00:05 ,    -6.3 , 0 ,    -2.1 , Z , 12:55 ,     0.9 , 0
04/03/2019 , 23:59 ,    -9.1 , 0 ,    -3.5 , Z , 04:50 ,     0.7 , 0
05/03/2019 , 05:40 ,   -11.2 , 0 ,    -7.4 , Z , 22:00 ,    -2.2 , 0
06/03/2019 , 14:10 ,    -6.1 , 0 ,    -4.0 , Z , 01:40 ,    -1.7 , 0
07/03/2019 , 22:30 ,    -9.3 , 0 ,    -5.8 , Z , 11:15 ,    -3.9 , 0
08/03/2019 , 04:40 ,   -10.3 , 0 ,    -6.9 , Z , 14:50 ,    -3.2 , 0
09/03/2019 , 03:20 ,    -8.4 , 0 ,    -2.7 , Z , 13:20 ,     2.8 , 0
10/03/2019 , 23:55 ,    -6.9 , 0 ,    -2.1 , Z , 12:40 ,     2.5 , 0
11/03/2019 , 18:55 ,   -15.0 , 0 ,   -10.2 , Z , 11:20 ,    -5.8 , 0
12/03/2019 , 00:10 ,   -13.6 , 0 ,    -6.3 , Z , 13:00 ,    -2.0 , 0
13/03/2019 , 21:15 ,   -12.0 , 0 ,    -8.7 , Z , 00:10 ,    -4.6 , 0
14/03/2019 , 03:05 ,   -11.7 , 0 ,    -7.2 , Z , 14:10 ,    -3.9 , 0
15/03/2019 , 01:00 ,    -6.3 , 0 ,    -2.3 , Z , 13:45 ,     1.1 , 0
16/03/2019 , 02:25 ,    -1.4 , 0 ,     1.9 , Z , 13:55 ,     5.4 , 0
17/03/2019 , 23:59 ,    -9.5 , 0 ,     0.0 , Z , 10:50 ,     3.6 , 0
18/03/2019 , 23:59 ,   -12.5 , 0 ,    -9.9 , Z , 12:45 ,    -7.1 , 0
19/03/2019 , 03:50 ,   -14.6 , 0 ,   -10.5 , Z , 15:25 ,    -7.1 , 0
20/03/2019 , 02:05 ,   -13.2 , 0 ,    -8.5 , Z , 14:15 ,    -3.3 , 0
21/03/2019 , 00:35 ,    -9.8 , 0 ,    -5.3 , Z , 13:40 ,    -1.0 , 0
22/03/2019 , 01:15 ,    -6.7 , 0 ,    -1.3 , Z , 12:30 ,     2.7 , 0
23/03/2019 , 02:05 ,    -3.4 , 0 ,     0.4 , Z , 15:05 ,     4.1 , 0
24/03/2019 , 02:10 ,    -2.8 , 0 ,     0.5 , Z , 14:45 ,     4.3 , 0
25/03/2019 , 23:40 ,   -10.4 , 0 ,    -2.5 , Z , 12:45 ,     3.5 , 0
26/03/2019 , 05:10 ,   -12.5 , 0 ,    -9.0 , Z , 21:00 ,    -5.4 , 0
27/03/2019 , 20:00 ,    -8.6 , 0 ,    -5.9 , Z , 13:45 ,    -3.1 , 0
28/03/2019 , 22:05 ,    -7.5 , 0 ,    -4.9 , Z , 14:30 ,    -2.2 , 0
29/03/2019 , 05:45 ,   -10.5 , 0 ,    -6.9 , Z , 14:20 ,    -2.9 , 0
30/03/2019 , 00:05 ,    -8.9 , 0 ,    -3.9 , Z , 12:05 ,     0.3 , 0
31/03/2019 , 03:45 ,    -5.8 , 0 ,    -2.3 , Z , 12:25 ,     1.2 , 0
01/04/2019 , 04:50 ,    -6.8 , 0 ,    -3.4 , Z , 13:50 ,    -0.1 , 0
02/04/2019 , 22:15 ,    -6.1 , 0 ,    -4.0 , Z , 11:40 ,    -1.2 , 0
03/04/2019 , 03:35 ,    -6.6 , 0 ,    -5.1 , Z , 11:55 ,    -4.0 , 0
04/04/2019 , 20:55 ,   -12.6 , 0 ,    -8.9 , Z , 00:05 ,    -5.3 , 0
05/04/2019 , 00:35 ,   -12.3 , 0 ,    -5.5 , Z , 08:25 ,    -0.8 , 0
06/04/2019 , 22:55 ,    -8.9 , 0 ,    -6.0 , Z , 09:50 ,    -4.3 , 0
07/04/2019 , 02:25 ,   -10.0 , 0 ,    -7.4 , Z , 12:50 ,    -2.4 , 0
08/04/2019 , 04:15 ,    -8.6 , 0 ,    -5.2 , Z , 13:35 ,     1.5 , 0
09/04/2019 , 04:35 ,    -7.7 , 0 ,    -4.5 , Z , 14:35 ,    -1.3 , 0
10/04/2019 , 06:00 ,    -7.8 , 0 ,    -5.1 , Z , 10:40 ,    -2.2 , 0
11/04/2019 , 00:30 ,    -5.1 , 0 ,    -3.9 , Z , 12:25 ,    -2.0 , 0
12/04/2019 , 22:20 ,    -6.1 , 0 ,    -4.0 , Z , 13:15 ,    -0.2 , 0
13/04/2019 , 23:05 ,    -8.2 , 0 ,    -4.2 , Z , 11:15 ,     2.6 , 0
